# S(net18),S(net14),S(net9),S(net16),S(net10),S(net3),S(net15),S(net11),S(net12),S(net19),S(net4),S(net2),S(net7),S(net6),S(net1),S(net0),S(net5),S(net17),S(net8),S(net13),S(out3),S(out1),S(out0),S(out4),S(out2)
0.000200000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000100000000,0.000200000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000100000000,0.000100000000,0.000200000000,0.000100000000,0.000100000000,0.000200000000,0.000200000000,0.000100000000,0.000100000000,0.000200000000,0.000200000000,0.000100000000,0.000200000000
0.000100000000,0.000020000000,0.000049000000,0.000049000000,0.000078000000,0.000034000000,0.000074000000,0.000054000000,0.000098000000,0.000015000000,0.000083000000,0.000064000000,0.000088000000,0.000100000000,0.000100000000,0.000009500000,0.000004500000,0.000039000000,0.000093000000,0.000059000000,0.000100000000,0.000044000000,0.000100000000,0.000029000000,0.000025000000
0.000100000000,0.000049000000,0.000019000000,0.000019000000,0.000100000000,0.000004500000,0.000093000000,0.000024000000,0.000064000000,0.000078000000,0.000009500000,0.000100000000,0.000029000000,0.000034000000,0.000059000000,0.000015000000,0.000100000000,0.000083000000,0.000044000000,0.000054000000,0.000039000000,0.000098000000,0.000100000000,0.000088000000,0.000069000000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000067000000,0.000100000000,0.000100000000,0.000091000000,0.000100000000,0.000098000000,0.000100000000,0.000093000000,0.000054000000,0.000097000000,0.000080000000,0.000100000000,0.000100000000,0.000100000000,0.000087000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000
0.000093000000,0.000020000000,0.000088000000,0.000088000000,0.000054000000,0.000063000000,0.000100000000,0.000100000000,0.000044000000,0.000069000000,0.000009500000,0.000015000000,0.000100000000,0.000034000000,0.000083000000,0.000029000000,0.000039000000,0.000078000000,0.000049000000,0.000059000000,0.000100000000,0.000098000000,0.000073000000,0.000025000000,0.000100000000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000100000000,0.000100000000,0.000100000000,0.000093000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000079000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000100000000,0.000090000000,0.000100000000,0.000200000000,0.000100000000,0.000100000000,0.000100000000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000092000000,0.000053000000,0.000073000000,0.000078000000,0.000095000000,0.000100000000,0.000083000000,0.000066000000,0.000097000000,0.000087000000,0.000100000000,0.000100000000,0.000100000000,0.000068000000,0.000062000000,0.000100000000,0.000100000000,0.000079000000,0.000100000000
0.000088000000,0.000100000000,0.000069000000,0.000069000000,0.000044000000,0.000100000000,0.000058000000,0.000009500000,0.000025000000,0.000004500000,0.000015000000,0.000100000000,0.000039000000,0.000029000000,0.000083000000,0.000064000000,0.000100000000,0.000020000000,0.000074000000,0.000049000000,0.000034000000,0.000100000000,0.000098000000,0.000053000000,0.000093000000
0.000088000000,0.000064000000,0.000029000000,0.000029000000,0.000078000000,0.000009500000,0.000039000000,0.000073000000,0.000100000000,0.000044000000,0.000083000000,0.000049000000,0.000069000000,0.000034000000,0.000100000000,0.000054000000,0.000098000000,0.000100000000,0.000100000000,0.000025000000,0.000058000000,0.000093000000,0.000015000000,0.000020000000,0.000004500000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000084000000,0.000100000000,0.000100000000,0.000100000000,0.000099000000,0.000100000000,0.000100000000,0.000100000000,0.000077000000,0.000100000000,0.000095000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000095000000,0.000060000000,0.000100000000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000092000000,0.000100000000,0.000077000000,0.000093000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000087000000,0.000100000000,0.000100000000,0.000100000000,0.000095000000,0.000100000000,0.000100000000,0.000100000000,0.000071000000,0.000100000000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000093000000,0.000082000000,0.000097000000,0.000079000000,0.000100000000,0.000100000000,0.000067000000,0.000067000000,0.000069000000,0.000100000000,0.000057000000,0.000058000000,0.000100000000,0.000100000000,0.000060000000,0.000100000000,0.000090000000,0.000100000000,0.000068000000,0.000089000000
0.000049000000,0.000100000000,0.000100000000,0.000100000000,0.000078000000,0.000100000000,0.000009500000,0.000074000000,0.000025000000,0.000100000000,0.000093000000,0.000044000000,0.000034000000,0.000029000000,0.000058000000,0.000004500000,0.000020000000,0.000100000000,0.000098000000,0.000015000000,0.000039000000,0.000054000000,0.000083000000,0.000069000000,0.000064000000
0.000069000000,0.000093000000,0.000004500000,0.000004500000,0.000088000000,0.000025000000,0.000100000000,0.000009500000,0.000044000000,0.000074000000,0.000100000000,0.000098000000,0.000039000000,0.000053000000,0.000015000000,0.000083000000,0.000078000000,0.000100000000,0.000020000000,0.000100000000,0.000058000000,0.000100000000,0.000064000000,0.000034000000,0.000049000000
0.000100000000,0.000078000000,0.000095000000,0.000095000000,0.000100000000,0.000044000000,0.000100000000,0.000100000000,0.000100000000,0.000087000000,0.000086000000,0.000053000000,0.000093000000,0.000047000000,0.000100000000,0.000084000000,0.000095000000,0.000100000000,0.000100000000,0.000074000000,0.000099000000,0.000100000000,0.000100000000,0.000058000000,0.000067000000
0.000063000000,0.000100000000,0.000082000000,0.000082000000,0.000098000000,0.000057000000,0.000079000000,0.000072000000,0.000059000000,0.000096000000,0.000100000000,0.000070000000,0.000052000000,0.000051000000,0.000048000000,0.000077000000,0.000069000000,0.000100000000,0.000098000000,0.000068000000,0.000074000000,0.000080000000,0.000072000000,0.000056000000,0.000099000000
0.000049000000,0.000100000000,0.000059000000,0.000059000000,0.000100000000,0.000009500000,0.000054000000,0.000098000000,0.000074000000,0.000078000000,0.000100000000,0.000069000000,0.000025000000,0.000004500000,0.000015000000,0.000020000000,0.000034000000,0.000100000000,0.000093000000,0.000083000000,0.000100000000,0.000064000000,0.000044000000,0.000039000000,0.000088000000
0.000066000000,0.000085000000,0.000097000000,0.000097000000,0.000094000000,0.000091000000,0.000064000000,0.000061000000,0.000082000000,0.000071000000,0.000079000000,0.000065000000,0.000083000000,0.000032000000,0.000067000000,0.000084000000,0.000085000000,0.000084000000,0.000086000000,0.000057000000,0.000071000000,0.000077000000,0.000089000000,0.000068000000,0.000090000000
0.000034000000,0.000059000000,0.000100000000,0.000100000000,0.000093000000,0.000064000000,0.000083000000,0.000015000000,0.000069000000,0.000074000000,0.000100000000,0.000004500000,0.000078000000,0.000039000000,0.000054000000,0.000100000000,0.000088000000,0.000100000000,0.000098000000,0.000044000000,0.000025000000,0.000029000000,0.000020000000,0.000009500000,0.000100000000
0.000024000000,0.000059000000,0.000078000000,0.000078000000,0.000098000000,0.000029000000,0.000044000000,0.000083000000,0.000100000000,0.000039000000,0.000020000000,0.000034000000,0.000088000000,0.000009500000,0.000015000000,0.000093000000,0.000053000000,0.000064000000,0.000049000000,0.000069000000,0.000100000000,0.000100000000,0.000100000000,0.000074000000,0.000004500000
0.000200000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000100000000,0.000200000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000100000000,0.000100000000,0.000200000000,0.000100000000,0.000100000000,0.000200000000,0.000200000000,0.000100000000,0.000100000000,0.000200000000,0.000200000000,0.000100000000,0.000200000000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000067000000,0.000100000000,0.000100000000,0.000091000000,0.000100000000,0.000098000000,0.000100000000,0.000093000000,0.000054000000,0.000097000000,0.000080000000,0.000100000000,0.000100000000,0.000100000000,0.000087000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000092000000,0.000053000000,0.000073000000,0.000078000000,0.000095000000,0.000100000000,0.000083000000,0.000066000000,0.000097000000,0.000087000000,0.000100000000,0.000100000000,0.000100000000,0.000068000000,0.000062000000,0.000100000000,0.000100000000,0.000079000000,0.000100000000
0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000084000000,0.000100000000,0.000100000000,0.000100000000,0.000099000000,0.000100000000,0.000100000000,0.000100000000,0.000077000000,0.000100000000,0.000095000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000100000000,0.000200000000,0.000095000000,0.000060000000,0.000100000000
